,Name,Title,Pay,Exercised,Year Born,Company Name,Yahoo Finance Code,Sector(s),Industry,Full Time Exployees,Company Address,Company Country,Company Phone,Company Website
2009,Mr. Philip  Martens,Exec. VP of U.S. Region,556.66k,N/A,N/A,Artis Real Estate Investment Trust,AX-UN.TO,Real Estate,REIT—Diversified,206,"220 Portage Avenue Suite 600 Winnipeg, MB R3C 0A5",Canada,204-947-1250,http://www.artisreit.com
2010,Ms. Jaclyn  Koenig CA,Chief Financial Officer,N/A,N/A,N/A,Artis Real Estate Investment Trust,AX-UN.TO,Real Estate,REIT—Diversified,206,"220 Portage Avenue Suite 600 Winnipeg, MB R3C 0A5",Canada,204-947-1250,http://www.artisreit.com
2011,Ms. Heather  Nikkel,VP of Investor Relations,N/A,N/A,N/A,Artis Real Estate Investment Trust,AX-UN.TO,Real Estate,REIT—Diversified,206,"220 Portage Avenue Suite 600 Winnipeg, MB R3C 0A5",Canada,204-947-1250,http://www.artisreit.com
2012,Ms. Kara  Watson,VP of Legal,N/A,N/A,N/A,Artis Real Estate Investment Trust,AX-UN.TO,Real Estate,REIT—Diversified,206,"220 Portage Avenue Suite 600 Winnipeg, MB R3C 0A5",Canada,204-947-1250,http://www.artisreit.com
2013,Ms. Alyssa  Barry,Head of Strategy - Operations & Communications,N/A,N/A,N/A,Artis Real Estate Investment Trust,AX-UN.TO,Real Estate,REIT—Diversified,206,"220 Portage Avenue Suite 600 Winnipeg, MB R3C 0A5",Canada,204-947-1250,http://www.artisreit.com
2014,Mr. Brad  Goerzen,Sr. VP of Leasing - Central Region,N/A,N/A,N/A,Artis Real Estate Investment Trust,AX-UN.TO,Real Estate,REIT—Diversified,206,"220 Portage Avenue Suite 600 Winnipeg, MB R3C 0A5",Canada,204-947-1250,http://www.artisreit.com
2015,Ms. Marie  Dunn,Sr. VP of Asset Management - U.S. Region,N/A,N/A,N/A,Artis Real Estate Investment Trust,AX-UN.TO,Real Estate,REIT—Diversified,206,"220 Portage Avenue Suite 600 Winnipeg, MB R3C 0A5",Canada,204-947-1250,http://www.artisreit.com
2016,Mr. Ron  Wieler,Sr. VP of Construction & Devel. - U.S. Region,N/A,N/A,N/A,Artis Real Estate Investment Trust,AX-UN.TO,Real Estate,REIT—Diversified,206,"220 Portage Avenue Suite 600 Winnipeg, MB R3C 0A5",Canada,204-947-1250,http://www.artisreit.com
2017,Mr. Robert Andrew Mionis,"Pres, CEO & Director",3.83M,N/A,1963,Celestica Inc.,CLS,Technology,Electronic Components,"18,226","5140 Yonge Street Suite 1900 Toronto, ON M2N 6L7",Canada,416 448 5800,http://www.celestica.com
2018,Mr. Mandeep  Chawla,Chief Financial Officer,1.28M,N/A,1977,Celestica Inc.,CLS,Technology,Electronic Components,"18,226","5140 Yonge Street Suite 1900 Toronto, ON M2N 6L7",Canada,416 448 5800,http://www.celestica.com
2019,Mr. Todd C. Cooper,Chief Operations Officer,1.21M,N/A,1970,Celestica Inc.,CLS,Technology,Electronic Components,"18,226","5140 Yonge Street Suite 1900 Toronto, ON M2N 6L7",Canada,416 448 5800,http://www.celestica.com
2020,Mr. Jason  Phillips,Pres of Connectivity & Cloud Solutions,1.22M,N/A,1975,Celestica Inc.,CLS,Technology,Electronic Components,"18,226","5140 Yonge Street Suite 1900 Toronto, ON M2N 6L7",Canada,416 448 5800,http://www.celestica.com
2021,Mr. John Joseph Lawless,Pres of Advanced Technology Solutions,1.11M,N/A,1961,Celestica Inc.,CLS,Technology,Electronic Components,"18,226","5140 Yonge Street Suite 1900 Toronto, ON M2N 6L7",Canada,416 448 5800,http://www.celestica.com
2022,Mr. Shlomo  Bibas,Sr. VP & Chief Information Officer,N/A,N/A,N/A,Celestica Inc.,CLS,Technology,Electronic Components,"18,226","5140 Yonge Street Suite 1900 Toronto, ON M2N 6L7",Canada,416 448 5800,http://www.celestica.com
2023,Mr. Todd  Melendy,VP of Sustainability & Compliance,N/A,N/A,N/A,Celestica Inc.,CLS,Technology,Electronic Components,"18,226","5140 Yonge Street Suite 1900 Toronto, ON M2N 6L7",Canada,416 448 5800,http://www.celestica.com
2024,Mr. Robert Peter Ellis,Chief Legal Officer & Corp. Sec.,N/A,N/A,N/A,Celestica Inc.,CLS,Technology,Electronic Components,"18,226","5140 Yonge Street Suite 1900 Toronto, ON M2N 6L7",Canada,416 448 5800,http://www.celestica.com
2025,Mr. Craig  Oberg,VP of Investor Relations & Corp. Devel.,N/A,N/A,N/A,Celestica Inc.,CLS,Technology,Electronic Components,"18,226","5140 Yonge Street Suite 1900 Toronto, ON M2N 6L7",Canada,416 448 5800,http://www.celestica.com
2026,Ms. Leila  Wong,Chief HR Officer,N/A,N/A,N/A,Celestica Inc.,CLS,Technology,Electronic Components,"18,226","5140 Yonge Street Suite 1900 Toronto, ON M2N 6L7",Canada,416 448 5800,http://www.celestica.com
2027,"Mr. Thomas E. Faust Jr., CFA","Interested Trustee, Chairman of Eaton Vance, CEO of Eaton Vance and Pres of Eaton Vance",N/A,N/A,1958,Eaton Vance Senior Floating-Rate Trust,EFR,Financial Services,Asset Management,,"Two International Place Suite 1400 Boston, MA 02110",United States,617-482-8260,http://funds.eatonvance.com/Senior-Floating-Rate-Trust-EFR.php
2028,Mr. Payson F. Swaffield CFA,"VP, Chief Income Investment Officer & Portfolio Mang.",N/A,N/A,N/A,Eaton Vance Senior Floating-Rate Trust,EFR,Financial Services,Asset Management,,"Two International Place Suite 1400 Boston, MA 02110",United States,617-482-8260,http://funds.eatonvance.com/Senior-Floating-Rate-Trust-EFR.php
2029,Mr. Craig P. Russ,Portfolio Mang.,N/A,N/A,1964,Eaton Vance Senior Floating-Rate Trust,EFR,Financial Services,Asset Management,,"Two International Place Suite 1400 Boston, MA 02110",United States,617-482-8260,http://funds.eatonvance.com/Senior-Floating-Rate-Trust-EFR.php
2030,Mr. Scott H. Page CFA,Portfolio Mang.,N/A,N/A,1959,Eaton Vance Senior Floating-Rate Trust,EFR,Financial Services,Asset Management,,"Two International Place Suite 1400 Boston, MA 02110",United States,617-482-8260,http://funds.eatonvance.com/Senior-Floating-Rate-Trust-EFR.php
2031,Mr. Peter M. Campo CFA,Portfolio Mang.,N/A,N/A,1972,Eaton Vance Senior Floating-Rate Trust,EFR,Financial Services,Asset Management,,"Two International Place Suite 1400 Boston, MA 02110",United States,617-482-8260,http://funds.eatonvance.com/Senior-Floating-Rate-Trust-EFR.php
2032,Mr. Liangyou  Jiang,Exec. Chairman & CEO,N/A,N/A,1966,China Gold International Resources Corp. Ltd.,CGG.TO,Basic Materials,Other Precious Metals & Mining,"2,082","One Bentall Centre Suite 660 505 Burrard Street Box 27 Vancouver, BC V7X 1M4",Canada,604 609 0598,http://www.chinagoldintl.com
2033,Ms. Yuehe  Lu,Chief Financial Officer,83.18k,N/A,1985,China Gold International Resources Corp. Ltd.,CGG.TO,Basic Materials,Other Precious Metals & Mining,"2,082","One Bentall Centre Suite 660 505 Burrard Street Box 27 Vancouver, BC V7X 1M4",Canada,604 609 0598,http://www.chinagoldintl.com
2034,Mr. Shiliang  Guan,VP & Exec. Director,88k,N/A,1968,China Gold International Resources Corp. Ltd.,CGG.TO,Basic Materials,Other Precious Metals & Mining,"2,082","One Bentall Centre Suite 660 505 Burrard Street Box 27 Vancouver, BC V7X 1M4",Canada,604 609 0598,http://www.chinagoldintl.com
2035,Mr. Weibin  Zhang,Exec. Director,28k,N/A,1964,China Gold International Resources Corp. Ltd.,CGG.TO,Basic Materials,Other Precious Metals & Mining,"2,082","One Bentall Centre Suite 660 505 Burrard Street Box 27 Vancouver, BC V7X 1M4",Canada,604 609 0598,http://www.chinagoldintl.com
2036,Ms. Na  Tian,Exec. Director,49k,N/A,1981,China Gold International Resources Corp. Ltd.,CGG.TO,Basic Materials,Other Precious Metals & Mining,"2,082","One Bentall Centre Suite 660 505 Burrard Street Box 27 Vancouver, BC V7X 1M4",Canada,604 609 0598,http://www.chinagoldintl.com
2037,Mr. Jerry  Xie,Exec. VP & Corp. Sec.,162.68k,N/A,1961,China Gold International Resources Corp. Ltd.,CGG.TO,Basic Materials,Other Precious Metals & Mining,"2,082","One Bentall Centre Suite 660 505 Burrard Street Box 27 Vancouver, BC V7X 1M4",Canada,604 609 0598,http://www.chinagoldintl.com
2038,Huan  Cai,Sr. Engineer,177.48k,N/A,N/A,China Gold International Resources Corp. Ltd.,CGG.TO,Basic Materials,Other Precious Metals & Mining,"2,082","One Bentall Centre Suite 660 505 Burrard Street Box 27 Vancouver, BC V7X 1M4",Canada,604 609 0598,http://www.chinagoldintl.com
2039,Mr. Michael Lea Page,"Exec. VP, Consultant, Member of Management Team and Mang. of the JBS & Native Copper Projects",N/A,N/A,N/A,China Gold International Resources Corp. Ltd.,CGG.TO,Basic Materials,Other Precious Metals & Mining,"2,082","One Bentall Centre Suite 660 505 Burrard Street Box 27 Vancouver, BC V7X 1M4",Canada,604 609 0598,http://www.chinagoldintl.com
2040,Mr. Zhongxin  Guo,Chief Engineer,N/A,N/A,1964,China Gold International Resources Corp. Ltd.,CGG.TO,Basic Materials,Other Precious Metals & Mining,"2,082","One Bentall Centre Suite 660 505 Burrard Street Box 27 Vancouver, BC V7X 1M4",Canada,604 609 0598,http://www.chinagoldintl.com
2041,Ms. Saundra  Karlson,Assistant Sec.,N/A,N/A,N/A,China Gold International Resources Corp. Ltd.,CGG.TO,Basic Materials,Other Precious Metals & Mining,"2,082","One Bentall Centre Suite 660 505 Burrard Street Box 27 Vancouver, BC V7X 1M4",Canada,604 609 0598,http://www.chinagoldintl.com
2042,Mr. Brian Leslie Schmidt,"Pres, CEO & Director",1.12M,N/A,1958,Tamarack Valley Energy Ltd.,TVE.TO,Energy,Oil & Gas E&P,,"East Tower Suite 600 Fifth Avenue Place 425 â 1st Street SW Calgary, AB T2P 3L8",Canada,403 263 4440,http://www.tamarackvalley.ca
2043,Mr. Steve  Buytels,VP of Fin. & CFO,824.18k,N/A,N/A,Tamarack Valley Energy Ltd.,TVE.TO,Energy,Oil & Gas E&P,,"East Tower Suite 600 Fifth Avenue Place 425 â 1st Street SW Calgary, AB T2P 3L8",Canada,403 263 4440,http://www.tamarackvalley.ca
2044,Mr. Kevin  Screen,Chief Operating Officer,629.58k,N/A,N/A,Tamarack Valley Energy Ltd.,TVE.TO,Energy,Oil & Gas E&P,,"East Tower Suite 600 Fifth Avenue Place 425 â 1st Street SW Calgary, AB T2P 3L8",Canada,403 263 4440,http://www.tamarackvalley.ca
2045,Mr. Scott  Reimond,VP of Exploration,520.28k,N/A,N/A,Tamarack Valley Energy Ltd.,TVE.TO,Energy,Oil & Gas E&P,,"East Tower Suite 600 Fifth Avenue Place 425 â 1st Street SW Calgary, AB T2P 3L8",Canada,403 263 4440,http://www.tamarackvalley.ca
2046,Mr. Ken  Cruikshank,VP of Land,527.46k,N/A,N/A,Tamarack Valley Energy Ltd.,TVE.TO,Energy,Oil & Gas E&P,,"East Tower Suite 600 Fifth Avenue Place 425 â 1st Street SW Calgary, AB T2P 3L8",Canada,403 263 4440,http://www.tamarackvalley.ca
2047,Mr. David Keith Christensen,VP of Engineering,581.92k,N/A,N/A,Tamarack Valley Energy Ltd.,TVE.TO,Energy,Oil & Gas E&P,,"East Tower Suite 600 Fifth Avenue Place 425 â 1st Street SW Calgary, AB T2P 3L8",Canada,403 263 4440,http://www.tamarackvalley.ca
2048,Mr. Martin  Malek,"VP, Corp. Planning and Bus. Devel.",528.1k,N/A,N/A,Tamarack Valley Energy Ltd.,TVE.TO,Energy,Oil & Gas E&P,,"East Tower Suite 600 Fifth Avenue Place 425 â 1st Street SW Calgary, AB T2P 3L8",Canada,403 263 4440,http://www.tamarackvalley.ca
2049,Mr. Sanjib Singh Gill L.L.B.,Corp. Sec.,N/A,N/A,1976,Tamarack Valley Energy Ltd.,TVE.TO,Energy,Oil & Gas E&P,,"East Tower Suite 600 Fifth Avenue Place 425 â 1st Street SW Calgary, AB T2P 3L8",Canada,403 263 4440,http://www.tamarackvalley.ca
2050,Mr. Scott W. Shimek,VP of Production & Operations,N/A,N/A,N/A,Tamarack Valley Energy Ltd.,TVE.TO,Energy,Oil & Gas E&P,,"East Tower Suite 600 Fifth Avenue Place 425 â 1st Street SW Calgary, AB T2P 3L8",Canada,403 263 4440,http://www.tamarackvalley.ca
2051,Ms. Christine  Ezinga,"VP, Corp. Planning and Bus. Devel.",N/A,N/A,N/A,Tamarack Valley Energy Ltd.,TVE.TO,Energy,Oil & Gas E&P,,"East Tower Suite 600 Fifth Avenue Place 425 â 1st Street SW Calgary, AB T2P 3L8",Canada,403 263 4440,http://www.tamarackvalley.ca
2052,Mr. Remi G. Lalonde,"Pres, CEO & Director",944.13k,N/A,1977,Resolute Forest Products Inc.,RFP,Basic Materials,Paper & Paper Products,"7,100","111 Robert-Bourassa Boulevard Suite 5000 Montreal, QC H3C 2M1",Canada,514 875 2160,http://www.resolutefp.com
2053,Mr. Jacques P. Vachon,"Sr. VP of Corp. Affairs, Chief Legal Officer & Corp. Sec.",868.47k,N/A,1960,Resolute Forest Products Inc.,RFP,Basic Materials,Paper & Paper Products,"7,100","111 Robert-Bourassa Boulevard Suite 5000 Montreal, QC H3C 2M1",Canada,514 875 2160,http://www.resolutefp.com
2054,Mr. John  Lafave,Sr. VP of Pulp & Paper Sales & Marketing,750.62k,N/A,1965,Resolute Forest Products Inc.,RFP,Basic Materials,Paper & Paper Products,"7,100","111 Robert-Bourassa Boulevard Suite 5000 Montreal, QC H3C 2M1",Canada,514 875 2160,http://www.resolutefp.com
2055,Mr. Richard Joseph Tremblay,Sr. VP of Pulp & Paper Operations,978.63k,N/A,1964,Resolute Forest Products Inc.,RFP,Basic Materials,Paper & Paper Products,"7,100","111 Robert-Bourassa Boulevard Suite 5000 Montreal, QC H3C 2M1",Canada,514 875 2160,http://www.resolutefp.com
2056,Mr. Sylvain A. Girard,Sr. VP & CFO,N/A,N/A,1971,Resolute Forest Products Inc.,RFP,Basic Materials,Paper & Paper Products,"7,100","111 Robert-Bourassa Boulevard Suite 5000 Montreal, QC H3C 2M1",Canada,514 875 2160,http://www.resolutefp.com
2057,Mr. Daniel  Viboux,VP & Chief Accounting Officer,N/A,N/A,1965,Resolute Forest Products Inc.,RFP,Basic Materials,Paper & Paper Products,"7,100","111 Robert-Bourassa Boulevard Suite 5000 Montreal, QC H3C 2M1",Canada,514 875 2160,http://www.resolutefp.com
2058,Ms. Lori  Kilgour,Sr. VP of Process Improvement & Chief Information Officer,N/A,N/A,1971,Resolute Forest Products Inc.,RFP,Basic Materials,Paper & Paper Products,"7,100","111 Robert-Bourassa Boulevard Suite 5000 Montreal, QC H3C 2M1",Canada,514 875 2160,http://www.resolutefp.com
2059,Marianne  Limoges,Treasurer & VP of Investor Relations,N/A,N/A,N/A,Resolute Forest Products Inc.,RFP,Basic Materials,Paper & Paper Products,"7,100","111 Robert-Bourassa Boulevard Suite 5000 Montreal, QC H3C 2M1",Canada,514 875 2160,http://www.resolutefp.com
2060,Mr. Seth  Kursman,"VP of Corp. Communications, Sustainability & Gov. Affairs",N/A,N/A,N/A,Resolute Forest Products Inc.,RFP,Basic Materials,Paper & Paper Products,"7,100","111 Robert-Bourassa Boulevard Suite 5000 Montreal, QC H3C 2M1",Canada,514 875 2160,http://www.resolutefp.com
2061,Mr. Daniel  Ouellet,Sr. VP of HR,N/A,N/A,1971,Resolute Forest Products Inc.,RFP,Basic Materials,Paper & Paper Products,"7,100","111 Robert-Bourassa Boulevard Suite 5000 Montreal, QC H3C 2M1",Canada,514 875 2160,http://www.resolutefp.com
2062,Mr. W. Anthony Will,"Pres, CEO & Director",3.32M,N/A,1966,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,"2,970","4 Parkway North Suite 400 Deerfield, IL 60015",United States,847 405 2400,http://www.cfindustries.com
2063,Mr. Christopher D. Bohn,Sr. VP & CFO,1.24M,378k,1968,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,"2,970","4 Parkway North Suite 400 Deerfield, IL 60015",United States,847 405 2400,http://www.cfindustries.com
2064,Mr. Douglas C. Barnard,"Sr. VP, Gen. Counsel & Sec.",1.12M,N/A,1959,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,"2,970","4 Parkway North Suite 400 Deerfield, IL 60015",United States,847 405 2400,http://www.cfindustries.com
2065,Mr. Bert A. Frost,"Sr. VP of Sales, Market Devel. & Supply Chain",1.25M,261.49k,1965,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,"2,970","4 Parkway North Suite 400 Deerfield, IL 60015",United States,847 405 2400,http://www.cfindustries.com
2066,Ms. Susan L. Menzel,Sr. VP of HR,1.02M,N/A,1965,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,"2,970","4 Parkway North Suite 400 Deerfield, IL 60015",United States,847 405 2400,http://www.cfindustries.com
2067,Ms. Julie Scheck Freigang,VP & Chief Information Officer,N/A,N/A,1968,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,"2,970","4 Parkway North Suite 400 Deerfield, IL 60015",United States,847 405 2400,http://www.cfindustries.com
2068,Mr. Martin A. Jarosick C.F.A.,VP of Investor Relations,N/A,N/A,N/A,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,"2,970","4 Parkway North Suite 400 Deerfield, IL 60015",United States,847 405 2400,http://www.cfindustries.com
2069,Mr. Michael P. McGrane,"Chief Compliance Officer, VP & Assistant Sec.",N/A,N/A,N/A,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,"2,970","4 Parkway North Suite 400 Deerfield, IL 60015",United States,847 405 2400,http://www.cfindustries.com
2070,Ms. Linda M. Dempsey,VP of Public Affairs,N/A,N/A,1964,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,"2,970","4 Parkway North Suite 400 Deerfield, IL 60015",United States,847 405 2400,http://www.cfindustries.com
2071,Mr. Ashraf K. Malik,Sr. VP of Manufacturing & Distribution,N/A,N/A,1966,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,"2,970","4 Parkway North Suite 400 Deerfield, IL 60015",United States,847 405 2400,http://www.cfindustries.com
2072,Mr. John Peter Calamos Sr.,"Chairman, Chief Exec. Officer, Pres, Co-Chief Investment Officer and Portfolio Mang.",N/A,N/A,1941,Calamos Global Total Return Fund,CGO,Financial Services,Asset Management,,"2020 Calamos Court Naperville, IL 60563-2787",United States,630-245-7200,http://www.calamos.com/fundinvestor/closedendfunds/cefund?name=cgo#_overview_tab
2073,Mr. Nimish S. Bhatt,"Chief Financial Officer, Sr. VP and Treasurer",N/A,N/A,1964,Calamos Global Total Return Fund,CGO,Financial Services,Asset Management,,"2020 Calamos Court Naperville, IL 60563-2787",United States,630-245-7200,http://www.calamos.com/fundinvestor/closedendfunds/cefund?name=cgo#_overview_tab
2074,"Mr. Robert Francis Behan C.F.A., CFA",Pres and Head of Global Distribution,N/A,N/A,1965,Calamos Global Total Return Fund,CGO,Financial Services,Asset Management,,"2020 Calamos Court Naperville, IL 60563-2787",United States,630-245-7200,http://www.calamos.com/fundinvestor/closedendfunds/cefund?name=cgo#_overview_tab
2075,Mr. John P. Calamos Jr.,Portfolio Mang.,N/A,N/A,N/A,Calamos Global Total Return Fund,CGO,Financial Services,Asset Management,,"2020 Calamos Court Naperville, IL 60563-2787",United States,630-245-7200,http://www.calamos.com/fundinvestor/closedendfunds/cefund?name=cgo#_overview_tab
2076,"Mr. Rudolf Matthew Freund C.F.A., CFA",Co-Portfolio Mang.,N/A,N/A,1963,Calamos Global Total Return Fund,CGO,Financial Services,Asset Management,,"2020 Calamos Court Naperville, IL 60563-2787",United States,630-245-7200,http://www.calamos.com/fundinvestor/closedendfunds/cefund?name=cgo#_overview_tab
2077,"Mr. Nathan Eric Fier CPG., P.Eng.","Founder, CEO & Director",770.62k,5.13M,1962,SilverCrest Metals Inc.,SIL.TO,Basic Materials,Other Precious Metals & Mining,,"570 Granville Street Suite 501 Vancouver, BC V6C 3P1",Canada,604 694 1730,http://www.silvercrestmetals.com
2078,Mr. Christopher  Ritchie M.B.A.,Pres,581.79k,1.6M,N/A,SilverCrest Metals Inc.,SIL.TO,Basic Materials,Other Precious Metals & Mining,,"570 Granville Street Suite 501 Vancouver, BC V6C 3P1",Canada,604 694 1730,http://www.silvercrestmetals.com
2079,"Ms. Anne  Yong C.A., CPA, CPA, CA",Chief Financial Officer,327.27k,1.82M,N/A,SilverCrest Metals Inc.,SIL.TO,Basic Materials,Other Precious Metals & Mining,,"570 Granville Street Suite 501 Vancouver, BC V6C 3P1",Canada,604 694 1730,http://www.silvercrestmetals.com
2080,Mr. Pierre  Beaudoin,Chief Operating Officer,570.36k,1.49M,N/A,SilverCrest Metals Inc.,SIL.TO,Basic Materials,Other Precious Metals & Mining,,"570 Granville Street Suite 501 Vancouver, BC V6C 3P1",Canada,604 694 1730,http://www.silvercrestmetals.com
2081,Ms. Tara  Hassan P.Eng.,VP of Corp. Devel.,254.38k,N/A,N/A,SilverCrest Metals Inc.,SIL.TO,Basic Materials,Other Precious Metals & Mining,,"570 Granville Street Suite 501 Vancouver, BC V6C 3P1",Canada,604 694 1730,http://www.silvercrestmetals.com
2082,Ms. Stephany  Fier,VP of Exploration,365.18k,1.68M,N/A,SilverCrest Metals Inc.,SIL.TO,Basic Materials,Other Precious Metals & Mining,,"570 Granville Street Suite 501 Vancouver, BC V6C 3P1",Canada,604 694 1730,http://www.silvercrestmetals.com
2083,Jacy  Zerb,Investor Relations Mang.,N/A,N/A,N/A,SilverCrest Metals Inc.,SIL.TO,Basic Materials,Other Precious Metals & Mining,,"570 Granville Street Suite 501 Vancouver, BC V6C 3P1",Canada,604 694 1730,http://www.silvercrestmetals.com
2084,Mr. Clifford  Lafleur,VP of Technical Services,N/A,N/A,N/A,SilverCrest Metals Inc.,SIL.TO,Basic Materials,Other Precious Metals & Mining,,"570 Granville Street Suite 501 Vancouver, BC V6C 3P1",Canada,604 694 1730,http://www.silvercrestmetals.com
2085,"Mr. Bernard  Poznanski L.L.B., L.L.M., B.Sc., LLB, LLM",Corp. Sec.,N/A,N/A,1954,SilverCrest Metals Inc.,SIL.TO,Basic Materials,Other Precious Metals & Mining,,"570 Granville Street Suite 501 Vancouver, BC V6C 3P1",Canada,604 694 1730,http://www.silvercrestmetals.com
2086,Mr. John Scott E Drever,Advisor to the Exec.s and Board of Directors,N/A,N/A,1944,SilverCrest Metals Inc.,SIL.TO,Basic Materials,Other Precious Metals & Mining,,"570 Granville Street Suite 501 Vancouver, BC V6C 3P1",Canada,604 694 1730,http://www.silvercrestmetals.com
2087,Mr. Oleg Viktorovich Korzhov,"Chairman of the Management Board, CEO & Director",N/A,N/A,1970,Mechel PAO,MTL,Basic Materials,Steel,,Krasnoarmeyskaya Street 1 Moscow 125167,Russia,7 495 221 8888,http://www.mechel.com
2088,Ms. Irina Nikolaevna Ipeeva,"Deputy CEO for Legal Affairs, Member of Management Board & Director",N/A,N/A,1963,Mechel PAO,MTL,Basic Materials,Steel,,Krasnoarmeyskaya Street 1 Moscow 125167,Russia,7 495 221 8888,http://www.mechel.com
